TEU,ETD,ETDYear,ETDMonth,ETDWeek,CustomerBECode,CustomerName,SeaAir
0.3523,2013-01-24,2013,1,4,SGLCLNIKE,Nike,OCE
1.0000,2013-02-13,2013,2,7,BENIKE2,Nike,OCE
1.0000,2013-02-13,2013,2,7,BENIKE2,Nike,OCE
0.0674,2013-02-05,2013,2,6,HKNIKEINTE,Nike,OCE
0.2333,2013-03-01,2013,3,9,BENIKE2,Nike,OCE
1.8841,2013-03-23,2013,3,12,BENIKE2,Nike,OCE
2.5785,2013-06-18,2013,6,25,MYLCLNIKE,Nike,OCE
0.0159,2013-06-23,2013,6,25,BENIKE2,Nike,OCE
0.0081,2013-06-23,2013,6,25,BENIKE2,Nike,OCE
0.2302,2013-06-23,2013,6,25,BENIKE2,Nike,OCE
0.1104,2013-06-23,2013,6,25,BENIKE2,Nike,OCE
1.0000,2013-07-08,2013,7,28,BENIKE2,Nike,OCE
0.2679,2013-05-23,2013,5,21,BENIKE2,Nike,OCE
0.0342,2013-04-19,2013,4,16,BENIKE2,Nike,OCE
0.0073,2013-02-02,2013,2,5,BENIKE2,Nike,OCE
0.0073,2013-01-13,2013,1,2,BENIKE2,Nike,OCE
2.2500,2013-01-09,2013,1,2,USNORTHBAY,Nike,OCE
0.4746,2013-01-27,2013,1,4,BENIKE2,Nike,OCE
0.4638,2013-01-20,2013,1,3,BENIKE2,Nike,OCE
2.2500,2013-01-23,2013,1,4,BENIKE2,Nike,OCE
0.1997,2013-01-12,2013,1,2,BENIKE2,Nike,OCE
0.0086,2013-02-12,2013,2,7,BENIKE2,Nike,OCE
0.0191,2013-06-29,2013,6,26,BENIKE2,Nike,OCE
2.0000,2013-07-19,2013,7,29,PEEQUPERU,Nike,OCE
0.1159,2013-03-23,2013,3,12,BENIKE2,Nike,OCE
1.0000,2013-03-23,2013,3,12,BENIKE2,Nike,OCE
0.0323,2013-03-10,2013,3,10,MYLCLNIKE,Nike,OCE
0.1827,2013-03-24,2013,3,12,BENIKE2,Nike,OCE
1.0000,2013-03-12,2013,3,11,BENIKEPOP,Nike,OCE
0.0804,2013-03-20,2013,3,12,BENIKE2,Nike,OCE
0.0082,2013-03-20,2013,3,12,BENIKE2,Nike,OCE
0.0114,2013-03-25,2013,3,13,BENIKE2,Nike,OCE
0.0508,2013-03-02,2013,3,9,BENIKE2,Nike,OCE
0.0804,2013-03-09,2013,3,10,BENIKE2,Nike,OCE
0.0082,2013-03-09,2013,3,10,BENIKE2,Nike,OCE
0.0114,2013-03-09,2013,3,10,BENIKE2,Nike,OCE
0.1819,2013-01-11,2013,1,2,BENIKE2,Nike,OCE
0.2330,2013-01-13,2013,1,2,BENIKE2,Nike,OCE
2.3077,2013-02-05,2013,2,6,USHURLINT,Nike,OCE
0.1819,2013-01-27,2013,1,4,BENIKE2,Nike,OCE
0.1769,2013-04-22,2013,4,17,BENIKE2,Nike,OCE
0.0108,2013-09-22,2013,9,38,BENIKE2,Nike,OCE
1.0000,2013-01-03,2013,1,1,BENIKE2,Nike,OCE
0.2515,2013-01-20,2013,1,3,BENIKE2,Nike,OCE
0.1056,2013-05-04,2013,5,18,PANORTHINT,Nike,OCE
0.0450,2013-03-23,2013,3,12,BENIKE2,Nike,OCE
0.0700,2013-03-29,2013,3,13,BENIKE2,Nike,OCE
0.2296,2013-04-16,2013,4,16,BENIKE2,Nike,OCE
0.6750,2013-05-04,2013,5,18,BENIKE2,Nike,OCE
